serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
1,0.8286086159999998,52,2,0.321229344,9500.0,12,0,2,3,0.0,8000.0
0,0.16167664699999998,22,0,2.0,2206.0,3,0,0,0,0.0,2206.0
0,0.9999999,42,2,0.8347377689999999,7950.0,11,0,3,0,1.0,4000.0
0,0.998000286,31,0,0.29761243800000003,1800.0,4,0,0,0,0.0,6250.0
0,0.268053714,66,1,1967.0,8333.0,8,0,1,0,0.0,8333.0
0,0.519119027,61,0,0.6862641009999999,7534.0,9,0,3,0,0.0,18500.0
0,0.008853096999999999,54,0,0.305029995,6500.0,6,0,1,0,2.0,6210.0
0,0.016671615,35,0,0.194089105,2266.0,8,0,0,0,0.0,8300.0
0,0.8554562759999998,47,0,0.118270882,9900.0,7,0,0,0,0.0,3614.0
0,0.110886736,67,0,0.498143388,3500.0,14,0,2,0,0.0,10333.0
0,0.021732754,38,0,0.383252574,6603.0,6,0,2,0,0.0,4830.0
0,0.033517759,61,0,1853.0,7203.0,7,0,1,0,1.0,7203.0
0,0.047164133,75,0,0.095215425,4200.0,7,0,0,0,0.0,3614.0
0,0.183609788,62,0,0.241270892,6042.0,12,0,1,0,0.0,4300.0
0,0.07952005599999999,33,0,3074.0,4830.0,6,0,2,0,0.0,4830.0
0,0.542390808,71,0,0.636036036,1109.0,6,0,0,0,0.0,2660.0
0,0.199171809,64,1,0.357554088,16500.0,12,0,1,0,2.0,4300.0
0,0.007073014,43,2,0.597018543,8250.0,14,0,4,0,0.0,646.0
0,0.8393988059999998,36,0,0.5050859999999999,5406.0,11,0,0,0,0.0,1700.0
0,0.0,44,0,0.8711706229999998,4928.0,10,0,2,0,2.0,4250.0
0,0.052782596,64,0,5169.0,10370.0,10,0,1,0,0.0,10370.0
0,1.076292371,33,0,0.14759535699999998,10250.0,9,0,0,0,1.0,2800.0
0,0.0,25,0,0.0,0.0,1,0,0,0,0.0,6200.0
0,0.6766913090000001,50,0,0.450082077,6700.0,9,0,1,0,1.0,8723.0
1,0.0,30,0,0.607420076,7600.0,10,0,1,0,0.0,10370.0
0,0.142479275,58,0,0.257018393,6197.0,14,0,2,0,0.0,10333.0
0,0.8823317269999998,63,0,0.727467505,7000.0,20,0,2,0,2.0,4903.0
0,0.9999999,25,1,0.144659378,3566.0,1,1,0,0,0.0,6200.0
0,0.0,71,0,0.21169504100000008,1350.0,9,0,0,0,0.0,2800.0
0,0.22277764,43,0,0.290317205,18000.0,10,0,1,0,2.0,10370.0
0,0.777207282,37,0,0.085991494,7523.0,4,0,0,0,1.0,6250.0
0,0.014096319,31,0,0.780025284,2372.0,7,0,2,0,3.0,9000.0
1,0.9999999,40,0,0.009996002,2500.0,1,0,0,0,0.0,6200.0
0,0.585009834,64,1,0.89,5399.0,10,3,2,6,0.0,4250.0
0,0.052057197,42,0,104.0,3614.0,7,0,0,0,0.0,3614.0
0,0.008351556999999999,80,1,0.05743806200000001,9000.0,6,0,0,0,0.0,2660.0
0,0.5211826270000001,58,0,0.482285714,2624.0,10,0,0,0,0.0,3000.0
0,0.20213449100000005,40,0,0.4551514270000001,6900.0,5,0,2,0,2.0,5989.0
0,0.134196166,71,0,0.00447991,50000.0,3,0,1,0,0.0,7200.0
1,0.021443236,52,2,754.0,9750.0,14,0,1,3,0.0,9750.0
0,0.04423823,75,0,0.003142558,10500.0,6,0,0,0,0.0,2660.0
0,0.0184288,66,0,0.086192975,4953.0,8,0,1,0,0.0,8333.0
0,0.008853288,48,0,0.05021586,4400.0,3,0,0,0,4.0,2206.0
0,0.09840488900000001,34,0,37.0,6200.0,1,0,0,0,0.0,6200.0
0,0.10081266400000001,45,0,0.248620578,3080.0,11,0,1,0,0.0,10417.0
0,0.932021611,50,0,0.144142643,6000.0,14,0,0,0,2.0,1583.0
0,0.02340615,81,0,0.005352995,9900.0,9,0,0,0,0.0,2800.0
1,0.15459525300000002,44,0,76.0,2660.0,6,0,0,0,0.0,2660.0
0,0.0,57,0,0.271124342,13100.0,7,0,2,0,0.0,9000.0
0,0.7280453259999998,47,0,0.265892003,13166.0,15,0,1,0,2.0,7333.0
0,0.027251103,52,0,0.276022139,5600.0,7,0,1,0,0.0,7203.0
0,0.280019175,50,0,0.270793407,5217.0,9,0,1,0,1.0,8723.0
0,0.931108499,49,0,0.936794092,4603.0,10,0,2,0,0.0,4250.0
0,0.144218661,39,0,0.605403656,6180.0,10,0,2,0,3.0,4250.0
0,0.0,35,0,221.0,8300.0,8,0,0,0,0.0,8300.0
0,0.668092729,43,0,0.28454861800000003,25000.0,16,0,2,0,3.0,4500.0
0,0.622783002,29,0,0.311302416,3600.0,7,0,0,0,0.0,3614.0
0,0.004128766,75,0,53.0,6250.0,4,0,0,0,0.0,6250.0
0,0.30116856,55,0,0.403940258,23500.0,11,0,2,0,1.0,9891.0
0,0.00719904,84,0,4.0,6250.0,4,0,0,0,0.0,6250.0
0,0.096229095,50,0,0.5132363910000001,5363.0,6,0,2,0,3.0,4830.0
0,0.045595285,74,0,0.197972252,3747.0,8,0,1,0,0.0,8333.0
0,0.031520808,30,0,0.494613583,2134.0,5,0,1,0,0.0,5000.0
0,0.0,27,0,0.10287380300000001,2400.0,3,0,0,0,1.0,2206.0
0,0.008785618999999998,80,0,470.0,6250.0,4,0,0,0,0.0,6250.0
0,0.11750885400000001,64,0,1.373582003,5200.0,17,0,3,0,1.0,5800.0
0,0.128983227,49,0,0.6755345,8231.0,11,0,2,0,3.0,9891.0
0,0.257446451,52,0,0.531682363,8600.0,11,0,4,0,2.0,4425.0
0,0.324506026,33,3,0.363956802,13333.0,8,0,2,0,4.0,12970.0
0,0.14787804699999998,49,0,4919.0,15480.0,19,0,1,0,4.0,15480.0
0,0.092947676,49,0,0.289982004,8334.0,8,0,1,0,3.0,8333.0
0,0.004519467,66,0,0.23179965100000002,5150.0,21,0,0,0,2.0,6833.0
0,0.09603545,33,0,0.374656336,4000.0,8,0,1,0,0.0,8333.0
0,0.026255064,52,0,0.073323557,7500.0,4,0,0,0,1.0,6250.0
0,0.559171161,38,1,0.346766863,16500.0,9,0,2,0,1.0,28306.0
0,0.236061926,59,0,0.47695664,11000.0,19,0,2,0,1.0,6574.0
0,1.001458899,34,0,0.224379927,5200.0,9,0,0,0,2.0,2800.0
0,0.001317089,48,1,169.0,1300.0,12,0,0,0,0.0,1300.0
0,0.055972014,67,0,6.0,2206.0,3,0,0,0,0.0,2206.0
0,0.912834866,39,0,0.73043778,2900.0,4,0,1,0,0.0,0.0
0,0.093200655,45,0,0.400075952,10532.0,14,0,2,0,1.0,10333.0
0,0.166183382,40,0,0.042346714,4533.0,2,0,0,0,0.0,3584.0
0,0.0,69,1,0.664904746,9080.0,7,0,3,0,0.0,12083.0
0,0.012120967,82,0,0.002428225,7000.0,6,0,0,0,0.0,2660.0
0,0.0,32,0,0.2960199,4019.0,4,0,1,0,0.0,0.0
1,0.9999999,36,0,0.11001142,2626.0,1,1,0,1,0.0,6200.0
0,0.045147743,49,0,0.265352325,10600.0,7,0,1,0,2.0,7203.0
0,0.035660454,61,0,2448.0,8333.0,8,0,1,0,0.0,8333.0
0,0.644303906,46,0,3.836938436,600.0,4,0,1,0,0.0,0.0
0,0.233322062,67,1,0.3770755220000001,5600.0,16,0,1,0,1.0,9000.0
0,0.016911237,57,0,0.289694707,7500.0,10,0,1,0,0.0,10370.0
0,0.640718563,26,0,566.0,6250.0,4,0,0,0,2.0,6250.0
0,0.301858687,49,0,3575.0,10417.0,11,0,1,0,2.0,10417.0
0,0.301047937,48,0,0.280082749,8700.0,5,0,1,0,0.0,5000.0
0,0.08892922,46,0,0.048735462,5416.0,4,0,0,0,2.0,6250.0
0,0.445765502,31,0,0.493998153,5414.0,7,0,2,0,0.0,9000.0
0,0.024627756,89,0,0.005135176,6620.0,3,0,0,0,0.0,2206.0
0,0.114427861,40,0,510.0,2206.0,3,0,0,0,0.0,2206.0
0,0.358930087,50,0,0.259073344,25100.0,13,0,1,0,1.0,5833.0
0,0.0,74,0,74.0,6250.0,4,0,0,0,0.0,6250.0
0,0.199021051,71,0,0.213992574,5116.0,14,0,1,0,0.0,9750.0
0,0.08919982499999998,49,0,140.0,8300.0,8,0,0,0,0.0,8300.0
0,0.700159845,46,0,0.373394967,3893.0,9,0,0,0,0.0,2800.0
1,0.0,25,2,0.276308054,1700.0,8,0,0,0,0.0,8300.0
0,0.142878625,36,0,0.062159215,2750.0,5,0,0,0,0.0,3717.0
0,0.056021173,28,0,0.228740021,2880.0,9,0,0,0,0.0,2800.0
0,0.393185064,50,0,0.061261922,2725.0,4,0,0,0,0.0,6250.0
0,0.434418409,65,2,0.234648747,29166.0,13,0,2,0,0.0,9000.0
0,0.8054389119999998,30,0,0.430236931,2658.0,4,0,0,0,2.0,6250.0
0,0.369399907,37,0,0.161994374,10308.0,12,0,0,0,2.0,1300.0
0,0.061984708,54,0,0.142927429,8129.0,5,0,1,0,2.0,5000.0
0,0.32437086800000003,35,0,0.539115221,4000.0,8,0,2,0,0.0,12970.0
0,0.1627223,55,0,0.545165486,6918.0,14,0,2,0,0.0,10333.0
0,0.035317114,44,0,0.34116140100000003,4683.0,11,0,1,1,1.0,10417.0
0,0.5945878379999999,44,0,0.279900036,2800.0,6,0,0,0,1.0,2660.0
0,0.9999999,23,0,0.32967033,1000.0,2,0,0,0,0.0,3584.0
0,0.9999999,53,0,0.168229,21868.0,5,0,2,0,0.0,5989.0
1,0.9999999,47,0,77.0,6200.0,1,2,0,2,0.0,6200.0
0,0.524899289,35,0,0.129024677,4254.0,6,0,0,0,1.0,2660.0
0,1.041921961,46,0,0.333133343,6666.0,4,0,1,0,3.0,0.0
0,0.5362743560000001,39,0,0.031998745,25500.0,13,0,0,0,2.0,3913.0
0,0.0487525,57,0,2365.0,7203.0,7,0,1,0,0.0,7203.0
0,0.0,62,0,1671.0,8333.0,8,1,1,0,0.0,8333.0
0,0.040792751,91,0,149.0,8300.0,8,0,0,0,0.0,8300.0
0,0.224646951,36,0,0.7574986369999998,5500.0,18,0,2,0,1.0,4588.0
1,0.9999999,30,0,0.087330105,6400.0,4,0,0,0,0.0,6250.0
0,0.008749563,52,0,0.248687828,4000.0,5,0,1,0,0.0,5000.0
0,0.019144213,59,0,141.4,9.0,6,0,2,0,0.0,4830.0
0,0.9999999,56,98,0.0,7781.0,0,98,0,98,5.0,2636.0
1,0.974266514,40,3,0.13130352,8407.0,5,3,0,1,1.0,3717.0
0,0.0,48,0,0.682436811,10800.0,10,0,3,0,3.0,21666.0
0,0.56729696,44,0,0.671514776,6462.0,8,0,1,0,1.0,8333.0
0,0.053547787,33,0,0.008817508999999998,6350.0,4,0,0,0,4.0,6250.0
0,0.955182199,69,0,0.16237402,6250.0,5,0,0,0,0.0,3717.0
0,0.013697203,46,0,0.006993007,1000.0,5,0,0,0,1.0,3717.0
0,0.101363086,34,0,0.13673688,2800.0,4,0,0,0,0.0,6250.0
0,0.0,75,0,0.000374953,2666.0,7,0,0,0,0.0,3614.0
0,0.012856225,89,0,0.182726909,2500.0,2,0,1,0,0.0,2751.0
0,0.945561288,59,0,0.553927681,3207.0,6,0,2,0,0.0,4830.0
0,0.173071351,51,0,0.484095729,3300.0,15,0,1,0,0.0,7333.0
0,0.302116084,70,0,0.299633374,9000.0,20,0,2,0,1.0,4903.0
0,0.220965928,31,0,0.258776897,1765.0,6,0,0,0,0.0,2660.0
1,0.7805645719999998,48,0,3574.0,4300.0,12,0,1,0,1.0,4300.0
0,0.438078096,46,0,2276.0,2751.0,2,0,1,0,0.0,2751.0
0,0.04319784,55,0,0.481466056,2400.0,8,0,0,0,0.0,8300.0
0,0.028479045,77,0,0.404068264,5800.0,15,0,2,0,0.0,3750.0
0,0.047323817,63,0,0.008605340999999999,6739.0,4,0,0,0,1.0,6250.0
0,0.029959609,52,0,22.0,2206.0,3,0,0,0,0.0,2206.0
0,0.06473529,52,0,0.26281407,11939.0,7,0,3,0,2.0,12083.0
0,0.757706395,46,0,0.706345998,4947.0,10,0,3,0,0.0,21666.0
0,0.626698622,62,0,0.419637194,7882.0,10,0,0,0,0.0,3000.0
0,0.129929864,49,0,2629.0,9891.0,11,0,2,0,0.0,9891.0
0,0.598081175,47,0,0.211452385,6478.0,11,0,0,0,2.0,1700.0
0,0.042860155,81,0,0.192209451,6263.0,4,0,1,0,1.0,0.0
0,0.05520939,31,1,0.390502968,3200.0,6,0,1,0,1.0,6210.0
0,0.013336639,52,0,89.0,2660.0,6,0,0,0,0.0,2660.0
0,0.9999999,23,0,0.024561404,3419.0,2,0,0,0,0.0,3584.0
0,0.743741423,61,0,0.825603999,3600.0,12,0,2,0,0.0,8000.0
0,0.034377314,85,0,0.054740406,1771.0,18,0,0,0,0.0,9655.0
1,0.946711363,52,0,0.169779287,5300.0,5,0,0,0,1.0,3717.0
0,0.068354702,69,0,56.0,3717.0,5,0,0,0,0.0,3717.0
0,0.9999999,59,0,0.023238191,3958.0,1,0,0,0,1.0,6200.0
0,0.602320732,55,0,366.0,2206.0,3,0,0,0,0.0,2206.0
0,0.239250398,38,0,0.636900704,4400.0,12,0,2,0,1.0,8000.0
0,0.512797937,36,0,0.333527132,5159.0,12,0,2,0,0.0,8000.0
0,0.143942423,27,0,0.069644947,5125.0,6,0,0,0,0.0,2660.0
0,0.06476852900000002,79,0,58.0,2751.0,2,0,1,0,0.0,2751.0
0,0.635834735,48,0,0.55705432,2742.0,10,0,0,0,2.0,3000.0
0,0.800031245,25,0,0.141108711,4166.0,6,0,0,0,0.0,2660.0
0,0.100094995,51,0,0.643471306,5000.0,13,0,2,0,1.0,9000.0
0,0.73785243,28,1,0.281367319,5060.0,7,0,1,0,0.0,7203.0
0,0.0,69,0,0.921515562,1477.0,11,0,3,0,0.0,4000.0
0,0.001289268,80,0,9.52e-05,10500.0,7,0,0,0,0.0,3614.0
0,0.000384468,52,0,545.0,3717.0,5,0,0,0,0.0,3717.0
0,0.37245839,42,0,0.111164659,6224.0,6,0,0,0,2.0,2660.0
0,0.193362915,52,0,0.532364374,5916.0,12,0,2,0,1.0,8000.0
0,0.0,34,0,0.333825702,7446.0,5,0,1,0,0.0,5000.0
1,0.566024268,32,0,1252.0,6250.0,4,1,0,1,4.0,6250.0
0,0.069926204,45,0,0.509164969,5400.0,6,0,1,0,0.0,6210.0
0,1.088631985,36,1,1.4061443340000002,10350.0,20,0,10,0,0.0,11298.0
0,0.155903351,58,2,0.38524319,9066.0,7,0,2,0,1.0,9000.0
0,0.4709822870000001,37,1,1.060550459,3269.0,8,0,2,0,0.0,12970.0
0,0.12403283,77,0,1637.0,12970.0,8,0,2,0,0.0,12970.0
0,0.099204794,48,0,0.177431515,3978.0,8,0,1,0,0.0,8333.0
0,0.0,50,0,0.5964862160000001,7000.0,8,0,2,0,1.0,12970.0
0,0.0,84,0,38.0,3584.0,2,0,0,0,0.0,3584.0
0,0.9999999,63,0,160.0,2206.0,3,0,0,0,0.0,2206.0
0,0.466464442,54,1,0.719386332,3584.0,18,0,1,0,0.0,6135.0
1,0.8195234649999998,43,0,2.179937952,966.0,10,0,1,0,2.0,10370.0
0,0.075674749,65,0,0.438760207,6000.0,13,0,1,0,0.0,5833.0
0,0.0007938169999999998,55,0,1966.0,9000.0,16,0,1,0,0.0,9000.0
0,0.058134603,63,0,0.420800495,6470.0,18,0,1,0,0.0,6135.0
0,0.033870766000000004,41,0,0.294341132,5000.0,6,0,2,0,0.0,4830.0
0,0.8912458209999998,50,0,0.170497338,7700.0,5,0,0,0,2.0,3717.0
0,0.0,27,0,0.12163288,3600.0,3,0,0,0,0.0,2206.0
0,0.021785889,56,0,660.0,3000.0,10,0,0,0,0.0,3000.0
0,0.004402903,35,0,0.333644424,15000.0,6,0,1,0,1.0,6210.0
0,0.277063874,70,1,0.41622115,7668.0,20,0,2,0,0.0,4903.0
0,0.013236395,63,0,0.338622039,4600.0,12,0,0,0,1.0,1300.0
0,0.0,47,0,0.248707737,11800.0,8,0,1,0,1.0,8333.0
0,0.404145078,52,0,0.508558417,12735.0,14,0,6,0,0.0,15584.0
0,0.7340465209999999,48,0,0.596637884,10885.0,28,0,1,0,2.0,6250.0
0,0.23283364899999998,39,0,0.250990753,8326.0,11,0,0,0,3.0,1700.0
0,0.404245366,64,0,0.412758867,4200.0,7,0,3,0,0.0,12083.0
0,0.387225549,34,0,727.0,7200.0,3,0,1,0,0.0,7200.0
1,0.598283476,44,0,0.45709571,3029.0,15,0,0,0,0.0,8500.0
0,0.550286294,64,0,0.063368421,9499.0,4,0,0,0,0.0,6250.0
0,0.964674517,24,0,130.0,3584.0,2,0,0,0,0.0,3584.0
0,0.312117554,55,0,3813.0,5300.0,27,0,1,0,0.0,5300.0
0,0.9999999,56,0,0.266593727,2741.0,3,0,0,0,1.0,2206.0
0,0.680463907,44,0,0.040783687,2500.0,2,0,0,0,0.0,3584.0
1,0.3614458720000001,60,1,0.305088562,13323.0,12,0,2,2,0.0,8000.0
0,0.0,40,0,455.5,1.0,7,0,1,0,1.0,7203.0
0,0.068954317,35,1,0.212315074,2500.0,6,0,0,0,2.0,2660.0
0,0.609847538,26,1,0.327115256,1500.0,5,0,0,0,0.0,3717.0
0,0.0,61,0,3047.0,7333.0,15,0,1,0,0.0,7333.0
0,0.031605033,33,0,54.0,6250.0,4,0,0,0,0.0,6250.0
1,0.932441351,57,3,2.619747899,951.0,7,0,0,0,0.0,3614.0
0,0.359878386,30,1,0.372132065,5360.0,16,0,1,0,0.0,9000.0
0,0.961820351,53,0,0.349357183,14311.0,12,0,2,0,1.0,8000.0
0,0.9999999,30,0,0.33562653600000003,2034.0,1,0,0,0,0.0,6200.0
0,0.172647123,46,1,0.534234835,10500.0,13,0,4,0,3.0,4000.0
0,0.301154973,28,0,0.08259587,14237.0,8,0,0,0,0.0,8300.0
0,0.012724682,62,0,0.06892583599999999,25200.0,8,0,2,0,0.0,12970.0
0,0.405442259,74,0,0.107511399,12500.0,7,0,1,0,0.0,7203.0
1,0.0,35,0,0.0,5416.0,1,0,0,0,1.0,6200.0
0,0.064695009,63,0,0.524441762,3313.0,6,0,1,0,0.0,6210.0
0,0.9999999,45,0,0.040737894,1300.0,1,0,0,0,0.0,6200.0
0,0.16405971,55,0,0.268932767,4000.0,4,0,1,0,3.0,0.0
0,0.0,64,0,0.08931348599999998,4500.0,9,0,0,0,1.0,2800.0
0,0.003040182,80,0,2.0,3584.0,2,0,0,0,0.0,3584.0
0,0.969484532,62,0,0.39144946,12583.0,12,0,0,0,0.0,1300.0
0,0.998365542,41,2,0.6344972520000001,6185.0,11,0,3,0,3.0,4000.0
0,0.011349811000000001,77,0,0.68377912,2317.0,7,0,1,0,0.0,7203.0
0,0.300372746,38,0,0.758825045,3880.0,12,0,2,0,0.0,8000.0
0,0.48006269,61,0,3693.0,28306.0,9,0,2,0,0.0,28306.0
0,0.0,39,0,0.197408941,9416.0,7,0,0,0,2.0,3614.0
0,0.020730559,72,0,0.135574639,5472.0,10,0,1,0,0.0,10370.0
0,0.23029495100000005,40,0,1739.0,2751.0,2,0,1,0,0.0,2751.0
0,0.002640891,39,0,7.0,2800.0,9,0,0,0,0.0,2800.0
0,0.18588552,62,0,12302.0,10000.0,16,0,8,0,0.0,10000.0
0,0.0,94,0,0.0,2206.0,3,0,0,0,0.0,2206.0
0,0.19797335,70,0,0.38714838,7500.0,21,0,1,0,1.0,6300.0
0,0.119722876,60,0,0.326822157,3429.0,5,0,1,0,0.0,5000.0
0,0.9999999,48,0,0.006589411,4400.0,4,2,0,1,2.0,6250.0
0,0.0491004,51,0,0.038443056,2080.0,7,0,0,0,0.0,3614.0
0,0.40791688,81,0,0.371791045,6699.0,13,0,1,0,0.0,5833.0
0,0.302455711,67,0,0.368245632,9900.0,20,0,8,0,0.0,8900.0
1,1.023294509,33,1,0.219471554,4200.0,3,1,1,0,1.0,7200.0
0,0.05823767,76,0,0.524984949,14948.0,5,0,3,0,0.0,19444.0
0,0.212689366,56,0,0.338216561,6279.0,18,1,3,0,0.0,5700.0
0,0.194760012,52,0,0.424556796,7614.0,13,0,2,0,0.0,9000.0
0,0.015295178000000001,48,0,0.321267873,10000.0,19,0,1,0,3.0,15480.0
1,0.639439567,49,3,0.919364106,5220.0,10,2,1,0,3.0,10370.0
0,0.0447371,77,0,0.2655561,4081.0,9,0,1,0,0.0,8723.0
0,0.41715952,50,1,0.586025344,11205.0,17,0,6,0,1.0,9370.0
0,0.995510815,30,3,0.322225925,3000.0,5,0,0,0,0.0,3717.0
0,0.059794096,71,0,0.047995429000000006,10500.0,6,0,0,0,0.0,2660.0
0,0.92378088,46,0,0.170805117,11960.0,9,0,0,0,1.0,2800.0
0,0.00582668,58,0,0.463652551,12916.0,15,0,4,0,1.0,7480.0
0,0.694352159,50,0,0.18158252100000002,8100.0,5,2,0,1,2.0,3717.0
0,0.012233717,57,0,0.042785723,8600.0,7,0,0,0,0.0,3614.0
0,0.004932311,86,0,0.294754371,1200.0,9,0,0,0,0.0,2800.0
0,0.641414343,50,0,0.8255293769999998,6705.0,8,0,2,0,1.0,12970.0
0,0.048058936,58,0,0.014074758,4333.0,6,0,0,0,0.0,2660.0
0,0.128277127,50,0,0.49694501,5400.0,4,0,1,0,1.0,0.0
0,0.795430372,40,0,8354.0,11377.0,17,0,4,0,0.0,11377.0
0,0.216437894,65,0,1277.0,6210.0,6,0,1,0,0.0,6210.0
0,0.051838618,56,0,0.371204701,4083.0,10,0,1,0,0.0,10370.0
1,0.978601427,31,0,2357.0,6210.0,6,0,1,1,1.0,6210.0
0,0.022448878,80,0,22.0,3614.0,7,0,0,0,0.0,3614.0
0,0.453011438,31,0,0.35558055200000005,8000.0,11,0,2,0,0.0,9891.0
0,0.016568889,38,0,0.323345523,8476.0,9,0,2,0,3.0,28306.0
0,0.0,25,0,0.011764706000000002,4334.0,6,0,0,0,0.0,2660.0
0,1.001966568,51,0,91.0,3584.0,2,0,0,1,0.0,3584.0
0,0.0,43,0,0.306538692,5000.0,4,0,1,0,0.0,0.0
0,0.000459765,42,0,0.280474649,7415.0,11,0,2,0,2.0,9891.0
0,0.9999999,55,0,0.716827656,1966.0,4,0,1,0,1.0,0.0
0,0.9110873060000002,67,0,0.050649783,3000.0,4,0,0,0,1.0,6250.0
0,0.041436497,60,0,0.038061641,5385.0,12,0,0,0,0.0,1300.0
0,0.653869226,62,0,0.389566613,6229.0,6,0,1,0,3.0,6210.0
0,0.021103211,78,0,0.402641056,4164.0,6,0,2,0,0.0,4830.0
0,0.018166856,63,0,0.00614198,7000.0,5,0,0,0,0.0,3717.0
0,0.999020568,21,0,0.011995202,2500.0,2,0,0,0,1.0,3584.0
0,0.419116177,81,0,0.200053923,3708.0,2,0,1,0,0.0,2751.0
0,0.026478315,67,0,0.004940886,11333.0,6,0,0,0,2.0,2660.0
0,0.006712586,34,0,0.463161792,2700.0,16,0,1,0,1.0,9000.0
0,0.30677812,58,0,0.3808730420000001,3000.0,5,0,0,0,1.0,3717.0
0,0.044496292,55,0,15.0,3584.0,2,0,0,0,0.0,3584.0
0,0.7663414629999998,85,0,282.0,3584.0,2,0,0,0,0.0,3584.0
0,0.029931338,84,0,0.202513568,3500.0,3,0,1,0,0.0,7200.0
0,0.836483932,30,3,0.238242192,8100.0,5,0,0,2,2.0,3717.0
0,0.039917168,45,0,0.424565087,6667.0,5,0,2,0,0.0,5989.0
0,0.0,70,0,2693.0,6210.0,6,0,1,0,0.0,6210.0
0,0.333929688,42,0,0.504639543,1400.0,5,0,0,0,0.0,3717.0
0,0.023186784,70,0,0.012955854,2083.0,7,0,0,0,0.0,3614.0
0,0.350017105,44,0,0.355753499,5500.0,9,0,1,0,3.0,8723.0
0,1.02360501,65,0,0.8764258559999999,2629.0,5,0,1,0,0.0,5000.0
0,0.08995250099999999,68,0,0.324334601,5259.0,9,0,2,0,0.0,28306.0
0,0.007742636,72,0,0.001743983,8600.0,5,0,0,0,0.0,3717.0
0,0.9999999,39,0,0.236919459,1700.0,3,0,0,2,1.0,2206.0
0,0.8185794629999998,32,1,0.293897105,4800.0,5,0,1,0,4.0,5000.0
1,0.0,37,0,0.304529393,9338.0,6,0,2,0,2.0,4830.0
0,0.025136125,38,0,0.42433936,7189.0,6,0,2,0,0.0,4830.0
0,0.00515345,40,0,0.304448631,6900.0,4,0,1,0,0.0,0.0
0,0.9999999,51,0,2581.0,10417.0,11,0,1,0,4.0,10417.0
0,0.115199355,63,0,0.21554878,9839.0,7,0,2,0,1.0,9000.0
1,0.009932671,41,0,0.635672515,3419.0,8,0,1,0,2.0,8333.0
0,0.9999999,53,0,0.373932012,5500.0,2,3,1,0,3.0,2751.0
0,0.746257285,48,0,0.33605311600000004,12500.0,10,0,1,0,3.0,10370.0
0,0.9999999,35,0,0.388255175,4733.0,6,0,0,0,6.0,2660.0
1,0.003914727,44,4,0.424378749,4667.0,11,1,1,0,0.0,10417.0
0,0.014646772,73,0,0.198146002,5177.0,8,0,1,0,0.0,8333.0
0,0.399273435,49,0,0.422740525,2400.0,6,0,0,0,3.0,2660.0
0,0.083199795,53,0,0.234941205,8333.0,6,0,1,0,0.0,6210.0
0,0.067284334,64,0,1044.0,7200.0,3,0,1,0,0.0,7200.0
0,1.062645785,50,2,0.17903179600000002,3490.0,8,1,0,1,1.0,8300.0
0,0.08639977,40,0,0.013741048999999998,5166.0,2,0,0,0,0.0,3584.0
1,0.9999999,56,0,0.0,637.0,0,0,0,0,0.0,2636.0
0,0.9999999,40,0,0.0,2636.0,0,0,0,0,0.0,2636.0
0,0.499750025,60,0,2.009569378,417.0,2,0,1,0,0.0,2751.0
0,0.043318267,75,0,0.155984402,10000.0,3,0,1,0,1.0,7200.0
0,0.8724442719999999,53,0,0.16825083300000002,8100.0,10,0,0,0,4.0,3000.0
0,0.012444595,57,0,0.5179153089999999,5525.0,29,0,2,0,0.0,4749.0
0,0.929609699,71,0,1.884032114,1120.0,8,0,0,0,1.0,8300.0
0,0.117704597,31,0,32.0,2206.0,3,0,0,0,0.0,2206.0
0,0.585402433,68,0,0.2756499,6500.0,3,0,1,1,0.0,7200.0
0,0.383960002,60,0,0.11137775300000001,7083.0,3,0,0,0,0.0,2206.0
1,0.9999999,32,0,0.022998296,2347.0,0,0,0,0,0.0,2636.0
0,0.176865262,73,0,0.028437663,5766.0,3,0,0,0,0.0,2206.0
0,0.130072066,60,0,0.065907312,11500.0,12,0,0,0,0.0,1300.0
0,1.025434593,45,0,0.4514683920000001,4017.0,10,0,0,0,0.0,3000.0
0,0.969766966,49,2,0.6805427359999999,10833.0,8,0,3,0,1.0,8000.0
0,0.210829905,60,1,3665.0,4588.0,18,0,2,1,1.0,4588.0
0,0.9999999,64,0,1319.0,3400.0,1,0,1,0,0.0,3400.0
0,0.5272180329999999,63,0,0.917131321,5200.0,15,0,2,0,0.0,3750.0
0,0.628122769,42,0,0.628071637,2400.0,4,0,1,0,3.0,0.0
0,0.027212342,85,0,11.0,2206.0,3,0,0,0,0.0,2206.0
0,0.258028309,51,0,0.43742503,2500.0,13,0,1,0,2.0,5833.0
0,0.072782449,53,0,0.289661899,3075.0,3,0,1,0,0.0,7200.0
1,0.302095557,75,0,0.050023017,6516.0,4,0,0,0,1.0,6250.0
0,0.112582078,54,0,0.7711390109999998,6610.0,11,0,3,0,0.0,4000.0
1,0.924088936,39,1,0.267851717,6581.0,7,0,0,2,4.0,3614.0
0,0.017463048000000002,38,0,0.216120836,7083.0,3,0,1,0,0.0,7200.0
0,0.955217575,37,0,0.323455909,2800.0,8,0,0,0,0.0,8300.0
