Strike ID,Bureau ID,Date,Time,Location,Area,Target,Target Group,Westerners involved,Minimum Total Killed,Mean Total Killed,Maximum Total Killed,Number of deaths,AQ/TB Killed,Minimum civilians killed,Maximum civilians killed,Civilians Killed,Min injured,Max injured,Injured,Minimum children killed,Max children killed,Children Killed,Pakistani approval,Short Summary,Related ID,Notes
271,Ob186,1/12/11,,Haider Khel,North Waziristan,,Hafiz Gul Bahadur,,3,4,5,3-5,,,,Unknown,15,15,15,,,,,"3-5 alleged militants killed in attack on house in Haider Khel, North Waziristan.",,
272,Ob187,1/18/11,,Dashgah,North Waziristan,,,,3,5,7,3-7,,,,Unknown,3,3,3,,,,,"3-7 alleged militants killed in strike on house in Datta Khel, North Waziristan.",,
273,Ob188,1/23/11,,Doga Mada Khel,North Waziristan,,,,4,4,5,4-5,,,,Unknown,,,Unknown,,,,,"4 alleged militants killed in car in Doga Mada Khel, North Waziristan.",,
274,Ob189,1/23/11,,Doga Mada Khel,North Waziristan,,,,2,3,3,2-3,,,,,,,Unknown,,,,,"3 alleged militants killed in attack on motorbike in Doga Mada Khel, North Waziristan.",,
275,Ob190,1/23/11,,Razmak,North Waziristan,,,,4,5,6,4-6,,,,Unknown,3,3,3,,,,,"4-6 alleged militants killed when vehicle and house struck in Razmak, North Waziristan.",,
276,Ob191,2/20/11,,Azam Warsak,South Waziristan,,AQ,,6,7,7,6-7,,,,Unknown,2,2,2,,,,,"3 Turkmenistan nationals and 2 ‘Arabs’ reported among 7 dead in attack on house/ compound in Azam Warsak, South Waziristan. Al Qaeda finance officer Abu Zaid al-Iraqi later reported killed.",,
277,Ob192,2/21/11,,Malik Jashdar,North Waziristan,,,,7,10,11,7-11,,0,11,0-11,10,10,10,,,,,"8-11 civilians or alleged militants killed in attack on house and car in Malik Ashdar, North Waziristan.",,
278,Ob193,2/24/11,,Mohammad Khel,North Waziristan,,,,5,7,7,5-7,,,,,2,2,At least 2,,,,,"6-7 alleged militants killed in attack on car and house in Mohammad Khel, North Waziristan.",,
279,Ob194,3/8/11,,Landidog,South Waziristan,,,,5,5,5,5,,0,5,0-5,3,3,3,,,,,"5 killed – either militants or civilians – in attack on house in Landidog, South Waziristan.",,
280,Ob195,3/9/11,,Datta Khel,North Waziristan,,,,5,5,5,5,,,,Unknown,2,3,2-3,,,,,5 alleged militants killed in attack on house in Datta Khel. North Waziristan.,,
281,Ob196,3/11/11,,Khesoor,North Waziristan,,,,6,9,12,6-12,,5,5,5,,,'Many',,,,,"6-12 killed (possibly civilians) including rescuers in attack on car in Khaisoor, North Waziristan.",,
282,Ob197,3/11/11,,Ghoroski,North Waziristan,,,,4,4,4,4,,,,Unknown,,,Unknown,,,,,"Four unknown persons killed in strike on car in Ghoroski, North Waziristan.",,
283,Ob198,3/13/11,,Azam Warsak,South Waziristan,,,,0,2,4,0-4,,,,Unknown,0,5,Possibly 5,,,,,"0-4 killed and 0-5 injured in an attack which destroyed a car but may have missed the occupants.  Azam Warsak, South Waziristan.",,
284,Ob199,3/13/11,,Spalaga,North Waziristan,,,,6,6,7,6-7,,,,Unknown,5,5,5,,,,,"6 alleged militants killed in strike on house and car in Spalga, North Waziristan.",,
285,Ob200,3/14/11,,Malik Jashdar,North Waziristan,,,,3,4,6,3-6,,,,Unknown,,,Unknown,,,,,"3-5 alleged militants killed in a moving car in Malik Jashdar, North Waziristan.",,
286,Ob226,7/5/11,,Mir Ali,North Waziristan,Saifullah,,Y,4,6,6,4-6,,,,Unknown,5,5,5,,,,,"Named Western al Qaeda militant among six reported killed in strike on guesthouse in Mir Ali, North Waziristan.",,
288,Ob47,12/10/09,,Ladha,South Waziristan,,,,6,6,6,6,,,,,8,8,8,,,,,"6 alleged militants killed in strike on ‘hide-out’ in Laddha, South Waziristan.",,
289,Ob227,7/11/11,1/0/00,Gurwak,North Waziristan,,Haqqani,,5,10,12,5-10,,0,0,0-5,2,2,2,,,,,"10 killed, including possibly 5 civilians, in strike on van in Borvaika/ Gorwak in North Waziristan.",,
290,Ob228,7/12/11,,Gurwak,North Waziristan,,,,12,9,25,12-25,,,,,,,,,,,,"Up to 18 alleged militants killed in strike on compound in Gorvak/ Shawal, North Waziristan.",Ob227,
291,Ob229,7/12/11,,Barmal,South Waziristan,,,,5,9,13,5-13,,,,Unknown,3,5,3-5,,,,,"An attack on a house and/ or car killed up to thirteen alleged militants, including ‘foreigners’, and injured five. Three students ‘with militant links’ were killed in either this or Ob230, named as Hafiz Bilal, Waheed Ullah and Fayaz. Barmal, South Wazir",,
292,Ob230,7/12/11,,Datta Khel,North Waziristan,,,,13,14,15,13-15,,0,4,4,,,,,,,,"13-15 alleged militants killed in strike on car and house in Dre Nishatr, Shawal valley, North Waziristan.",,
293,Ob231,7/12/11,,Datta Khel,North Waziristan,,,,8,4,9,8-9,,1,1,1,,,,,,,,"9 alleged militants killed in strike on car. At least 1 civilian casualty. Datta Khel, North Waziristan.",,
294,Ob232,7/20/11,,Mir Ali,North Waziristan,,,,4,4,4,4,,,,,2,2,At least 2,,,,,"4 alleged militants killed in Khushali Toori Khel, Mir Ali, North Waziristan.",,
295,Ob233,8/1/11,,Azam Warsak,South Waziristan,,,,4,5,6,4-6,,0,6,0-6,7,7,7,,,,,"4 alleged militants killed in strike on car in Azam Warsak, South Waziristan.",,
296,Ob234,8/2/11,,Qutab Khel,North Waziristan,,,,3,,4,3-4,,,,,,,,,,,,"3-4 alleged militants killed in strike on car. Qutab Khel, North Waziristan.",,
297,Ob235,8/10/11,,Miram Shah,North Waziristan,,,,20,,25,20-25,,,,,3,8,3-8,,,,,"Up to 25 killed and vehicle destroyed in pre-dawn strike. Miram Shah, North Waziristan",,
298,Ob168,12/6/10,,Unknown,Unknown,,,,2,,4,At least 2,,,,,,,,,,,,,,
299,Ob236,8/16/11,,Miram Shah,North Waziristan,,,,4,,7,4-7,,3,4,3-4,2,2,,1,1,1,,"4 killed, including possibly 3-4 civilians, and 2 injured in a strike on a housing compound and vehicle. Miram Shah, North Waziristan.",,
300,Ob237,8/19/11,,Shin Warsak,South Waziristan,,,,3,,4,3-4,,,,,2,2,2,,,,,"3-4 killed and 2 injured in strike on house. Shin Warsak, South Waziristan.",,
301,Ob238,8/22/11,,Norak,North Waziristan,,,,4,,7,4-7,,0,4,0-4,3,3,3,,,,,"4-7 killed, including possibly 0-4 civilians, and 3 injured in strike on vehicle. Norak, North Waziristan.",,
304,Ob239,9/11/11,,Hisokhel,North Waziristan,,,,4,,5,4-5,,,,,2,2,2,,,,,"4-5 killed and 2 injured in strike on 10th anniversary of 9-11. Hisokhel, North Waziristan.",,
305,Ob240,9/23/11,,Khushali,North Waziristan,,,,3,,8,3-8,,,,,3,4,3-4,,,,,"3-8 alleged militants killed and 3-4 injured in strike on house and vehicle. Khushali, North Waziristan.",,
306,Ob241,9/27/11,,Azam Warsak,South Waziristan,,,,0,,4,0-4,,,,,0,2,0-2,,,,,"Up to four killed and up to two injured in strike on a compound. Azam Warsak, South Waziristan.",,
307,Ob242,9/30/11,,Baghar,South Waziristan,,,,3,,4,3-4,,,,,5,5,5,,,,,"3-4 killed and 5 injured in strike on a vehicle. Baghar, South Waziristan.",,
308,Ob243,10/13/11,,Danda Darpakhel,North Waziristan,,,,4,,6,4-6,,,,,4,4,4,,,,,"4-6 killed and 4 injured. Danda Darpakhel, North Waziristan.",,
309,Ob244,10/13/11,,Zeba Pahar,South Waziristan,,,,3,,6,3-6,,,,,3,3,,,,,,"3-6 killed in strike on a compound. Zeba Pahar, South Waziristan.",,
310,Ob245,10/14/11,,Danda Darpakhel,North Waziristan,,,,5,,6,5-6,,,,,,,,,,,,"3-4 alleged militants killed in strike on a vehicle. Danda Darpakhel, North Waziristan.",,
311,Ob246,10/15/11,,Angor Adda,South Waziristan,,,,3,,6,3-6,,,,,3,7,3-7,,,,,"3-6 killed and 3-7 injured in strike on a compound. Angor Adda, South Waziristan.",,
312,Ob247,10/26/11,,Bobar,South Waziristan,,,,13,,22,13-22,,,,,6,6,6,,,,,13-22 killed and 6 injured in a strike.,,
313,Ob248,10/27/11,,Azam Warsak,South Waziristan,,,,4,,6,4-6,,,,,3,4,3-4,,,,,"4-6 killed and 3-4 injured in a strike on a vehicle. Azam Warsak, South Waziristan.",,
314,Ob249,10/27/11,,Hisokhel,North Waziristan,,,,4,,6,4-6,,,,,3,3,3,,,,,"A second strike of the day on either a moving vehicle or a house in North Waziristan killed up to six alleged militants, according to Pakistani security officials. No further details were given.",,
315,Ob250,10/30/11,,Datta Khel,North Waziristan,,,,4,,6,4-6,,4,4,4,2,2,2,,,,,Strike on a vehicle.,,
316,Ob251,10/31/11,,Norak,North Waziristan,,,,2,,4,2-4,,2,2,2,3,3,3,2,2,,,"An attack on a vehicle near the town of Mir Ali, North Waziristan killed up to four alleged militants, according to reports. Intelligence officials were unable to provide news agencies with further details.",,
317,Ob252,11/3/11,,Danda Darpakhel,North Waziristan,,,,2,,3,2-3,,,,,3,3,3,,,,,"An attack on an alleged militant housing compound near Miranshah in North Waziristan killed up to three people and injured three others, according to local officials. Dawn reported that the casualties were part of the Haqqani Network.",,
318,Ob253,11/15/11,,Miram Shah,North Waziristan,,,,7,,7,7,,,,,2,4,2-4,,,,,7 killed and 3-4 injured in strike on a house in Miram Shah.,,
319,Ob254,11/16/11,,Babar Ghar,South Waziristan,,,,12,,22,12-22,,,,,6,6,6,,,,,15-18 killed in strike on two housing compounds in Babar Ghar.,,
320,Ob255,11/17/11,,Shawal,North Waziristan,,,,7,,9,7-9,,,,,3,5,3-5,,,,,"In the third strike in as many days, CIA drones attacked a compound in North Waziristan, killing up to seven and injuring three, according to local officials.",,
321,Ob256,1/10/12,,Miram Shah,North Waziristan,,,,1,,4,1-4,,,,,2,2,,,,,,"4  alleged militants killed in a strike on a house near Miranshah. Aslam Awan (aka Abdullah Khorasani), a senior operations operative for al Qaeda  is believed to be among dead.",,
322,Ob257,1/12/12,,Datta Khel,North Waziristan,,,,5,,9,5-9,,,,,2,3,2-3,,,,,Up to 9 alleged militants killed and 2-3 injured in a strike on two vehicles near Dogga.,,
323,Ob258,1/23/12,,Deegan,North Waziristan,,,,4,,5,4-5,,,,,1,1,1,,,,,4-5 alleged militants killed and 1 injured in a strike on a vehicle near Deegan.,,
325,Ob259,2/8/12,,Miranshah,North Waziristan,,,,9,,10,9-10,,,,,2,12,2-12,,,,,10 alleged militants killed and up to 12 injured a strike on a house near Miranshah.,,
326,Ob260,2/9/12,,Miranshah,North Waziristan,,,,5,,8,5-8,,0,3,0-3,3,3,3,0,1,,,"Up to 8 killed, possibly 2 civilians, in a strike on a house near Miransha.  Badar Mansoor, a local Pakistani al Qaeda leader, and his wife and child are believed to be amongst dead.",,
327,Ob261,2/16/12,,Miranshah,North Waziristan,,,,6,,6,6,,,,,4,7,,,,,,6 alleged militants killed and up to 7 injured in a strike on a house near Spalga.,,
328,Ob262,2/16/12,,Mir Ali,North Waziristan,,,,10,,15,10-15,,,,,,,,,,,,Up to 15 alleged militants killed in a strike on a vehicle in Mir Ali.,,
329,Ob263,3/9/12,,Shaktoi Mandao,South Waziristan,,,,4,,15,4-15,,0,0,,0,3,0-3,,,,,"4-15 alleged militants killed and 3 injured in a strike on a vehicle in the Mandao borderlands area. Amongst dead was German citizen Samir H, believed to be one of the most dangerous Islamists in the country.",,
330,Ob264,3/13/12,,Drey Nishtar,South Waziristan,,,,6,,8,6-8,,,,,2,4,2-4,,,,,Up  to 8 alleged militants belived to be senoir commanders of a Taliban faction were killed and 2-4 injured in a strike on a vehicle.,,
331,Ob265,3/13/12,,Shawa,South/North Waziristan border,,,,7,,7,7,,,,,3,3,3,,,,,7 unknown alleged militants killed and 3 injured in a strike on a vehicle in the borderlands of North and South Waziristan.,,
332,Ob266,3/30/12,1/0/00,Miranshah,North Waziristan,,,,4,,4,4,,,,,3,3,3,,,,,A Miranshah house destroyed killing 4 alleged militants.,,
334,Ob267,4/29/12,,Miranshah,North Waziristan,,,,3,,6,3-6,,,,,2,3,2-3,,,,,3-6 alleged militants killed and up to 3 injured on a strike on an ex-girl's school in Miranshah.,,
335,Ob268,5/5/12,,Shawal,North Waziristan,,,,8,,10,8-10,,0,0,0-10,1,3,1,,,0,,Up to 10 killed and one injured in a strike. Disputes on wether the dead were militants or civilians.,,
336,Ob269,5/23/12,1/0/00,Datta Khel Kalai,North Waziristan,,,,4,,5,4-5,,,,0,2,2,'several',,,0,,4-5 alleged militants killed and several injured in a strike on a house in Datte Khel Kalai.,,
337,Ob270,5/24/12,,Khassokhel near Mir Ali,North Waziristan,,,,8,,12,10-12,,0,8,0-8,3,4,3-4,,,0,,"Up tp 12 killed and 3 injured, mostly civilians, after a strike hit a house and a nearby mosque during morning prayers.",,
338,Ob271,5/26/12,1/0/00,Miranshah,North Waziristan,,,,3,,4,3-4,,,,0,2,2,2,,,0,,3-4 alleged militants killed and 2 injured on a strike on bakery in Miransha bazaar.,,
339,Ob272,5/28/12,1/0/00,Khassokhel near Mir Ali,North Waziristan,,,,5,,10,5-10,,,,0,4,4,4,,,0,,Up to 10 alleged militants killed and 4 injured in a double strike on a house in the village of Khassokhel.,,
340,Ob273,5/28/12,,Mir Ali,North Waziristan,,,,2,,5,2-5,,,,0,,,0,,,0,,2-4 alleged militants killed in a strike on a vehicle in Datta Khel.,,
341,Ob274,6/2/12,,"Khawashi Khel, near Wana",South Waziristan,,Pakistan Taliban,,2,,4,2-4,2 T,,,0-2,0,0,0,,,0,,"Up to 4 killed, 2 alleged militants and possibly 2 civilians in a strike in a vehicle in Khawashi Khel.",,
342,Ob275,6/3/12,,"Mana Raghzai, near Wana",South Waziristan,,,,0,,10,0-10,,,,Possible,6,10,6-10,,,0,,Up to 10 killed and 7-10 injured in a strike on a house where a Taliban funeral took place. Possible civilian deaths.,,
343,Ob276,6/4/12,,"Hesokhel, near Mir Ali",North Waziristan,,,,1,,18,1-18,,0,6,0,4,6,4-6,,,0,,"Up to 18 alleged militants killed in a strike on a militant compound. Abu Yahya al-Libi, al Qaeda's effective number two, is believed to be amongst dead.",,
344,Ob277,6/13/12,,"Isha, near Miranshah",North Waziristan,,,,4,,4,4,,,,0,0,0,0,,,0,,4 alleged militants killed in a strike on a vehicle traveling east from Miranshah.,,
345,Ob278,6/14/12,,Miranshah,North Waziristan,,,,1,,4,1-4,,,,0,0,0,0,,,0,,Up to 4 alleged militants killed in a strike on a shop or house in Miranshah bazaar. AFP reports witness saying another instance of a follow-up strike.,,
346,Ob279,6/26/12,,Shawal,North Waziristan,,,,4,,6,4-6,,,,0,2,7,2-7,,,0,,At least 4 alleged militants killed when a CIA drone struck a house in the late evening. The strike was reportedly targeting alleged militants linked to Hafiz Gul Bahadur.,,
347,Ob280,7/1/12,1/0/00,Dre Nishter/Shawal,North Waziristan,,,,6,,8,6-8,,,,0,2,3,2-3,,,0,,"CIA drones struck a house killing up to eight people. The strike came around 7am, reportedly destroying the house.",,
348,Ob281,7/6/12,,Datta Khel,North Waziristan,,,,17,,24,17-24,,3,18,0-3,2,22,2-6,,,0,,"In an evening strike, CIA drones struck a house killing at least 17. This was the first strike since Pakistan re-opened its borders to Nato convoys after a seven month diplomatic stand-off.",,
349,Ob282,7/23/12,1/0/00,Dre Nishter/Shawal,North Waziristan,,,,11,,14,11-14,,6,14,0,2,11,2-11,,,0,,"At least 9 were killed when up to 8 missile hit a compound alleged to belong to militant comander Sadiq Noor, ally of Hafiz Gul Bahadur.",,
350,Ob283,7/29/12,,Kushhali Turkhel,North Waziristan,,,,4,,7,4-7,,0,3,0,4,4,4,,,0,,Up to 7 alleged militants died when CIA drones fired 6 missiles at a house. 1 or 2 vehicles exploded. The attack took place hours after Pakistan ambassador to Washington again called for a halt to drone strikes.,,
351,Ob284,8/18/12,1/0/00,"Mammon Narai, Shuweda",North Waziristan,,Taliban,,5,,12,5-12,,1,1,1-5,2,6,2-6,,,0,,"At least 5 people killed as tribesmen gathered for Eid, declared early in Waziristan. One named militant was killed, and his wife. A house and car were hit in the attack.",,
352,Ob285,8/19/12,,"Mana, Shawal",North Waziristan,,,,4,,7,4-7,,,,0,2,3,2-3,,,0,,"Two vehicles were hit in an early morning strike, killing at least 4. The vehicles were reportedly traveling from Miranshah.",,
353,Ob286,8/19/12,,"Mana, Shawal",North Waziristan,,,,2,,3,2-3,,,,0,2,2,2,,,0,,"A further 2 people were killed when CIA drones returned, reportedly targeting the wreckage of the vehicles destroyed in the day's earlier strike (Ob286).",,
354,Ob287,8/21/12,,"Shnakhura, Datta Khel",North Waziristan,,,,5,,25,5-25,,1,3,1,2,2,2,1,1,1,,"Badruddin Haqqani, son of the Haqqani leader and the network's senior military commander, may have been killed when up to 25 people died in a 7pm strike. Haqqani's son Osama may also have perished when drones hit a car and vehicle.",,
355,Ob288,8/24/12,,"Makai/Maki Ghar, Shawal",North Waziristan,,Taliban,,13,,18,13-18,,,,0,14,14,14,,,0,,Up to 18 people were killed and up to 14 injured in a coordinated series of strikes that hit villages in the Shawal valley around noon. The strikes came 'minutes apart'.,,5 Reported killed only in this strike
356,Ob289,8/24/12,,"Dara, Shawal",North Waziristan,,Taliban,,0,,0,0,,,,0,0,0,0,,,0,,In a second strike of the midday onslaught at least 4 were killed when CIA drones reportedly fired two missiles on a wall compound.,,4 reported killed only in this strike
357,Ob290,8/24/12,,"Dre Nishter, Shawal",North Waziristan,,Taliban,,0,,0,0,,,,0,0,0,0,,,0,,In the third coordinated strike at least three people were killed.,,3 reported killed only in this strike
358,Ob291,9/1/12,,Degan,North Waziristan,,Taliban,,4,,6,4-6,,,,0,2,3,2-3,,,0,,Attacks at 9am on a housing compound and a vehicle reportedly killed up to six people.,,
359,Ob292,9/21/12,,Mohammed Khel/Datta Khel,North Waziristan,,,,3,,4,3-4,,,,0,2,3,2,,,0,,"A car was destroyed when to missiles and three to four militants, possibly linked to Hafiz Gul Bahdur, were killed. This was the first strike in 20 days, and the first after protests over a blasphemous video left up to 17 dead.",,
360,Ob293,9/24/12,,Khaderkail/Mir Ali,North Waziristan,"Abu Kasha al Iraqi, Saleh al Turki",Al Qaeda,,5,,8,5-8,2,,,0,2,2,2,,,0,,"At least 5 were killed, inlcuding senior al Qaeda member Abu Kasha al Iraqi, when two missiles destroyed a compound at around 9pm.00",,
361,Ob294,10/1/12,,Khadar Khel,North Waziristan,,,,2,,4,2-4,,,,0,0,0,0,,,0,,"A US drone strike reportedy targeted either a car or motorbike near Mir Ali in North Waziristan, killing up to four alleged militants.",,
362,Ob295,10/10/12,,Hurmuz/Mir Ali,North Waziristan,,,,5,,6,5-6,,,,0,3,3,3-6,,,0,,"A pre-dawn attack destroyed a compound belonging to Maulvi Abdullah, described as a local cleric, killing five alleged militants and injuring three more, according to reports.",,
364,Ob296,10/11/12,,Buland Khel,Orakzai/North Waziristan,,Haqqani,,16,,26,16-26,,0,2,0,5,15,5-15,,,0,,"Four missiles were reportedly fired at a madrassa belonging to Maulvi Shakirullah, killing up to 18 and wounding many more.",,
366,Ob297,10/24/12,,Miranshah,North Waziristan,,,,1,,5,1-5,,1,1,1,6,9,6-8,,,0,,A woman and at least two others were killed when a drone hit a house and car. Militants and civilians were in the house according to military officers who said two children were injured.,,
367,Ob298,11/29/12,,Shin Warsak,South Waziristan,,,,1,,4,1-4,,,,0,3,4,3-4,,,0,,"A few hours after Taliban commander Maulvi Nazir was injured in a suicide bombing, up to 4 people were killed in a drone strike.",,
368,Ob299,12/1/12,,Shin Warsak,South Waziristan,Abdul Rehman al-Zaman Yemeni?,,,3,,4,3-4,1,,,0,3,3,3,,,0,,"The second strike on the Shin Warsak area in three days reportedly killed Abdul Rehman al-Zaman Yemeni, described as 'a mid-level al Qaeda commander, equivalent to a colonel'.",,
369,Ob300,12/6/12,,"Mubarak Shahi, near Mir Ali",North Waziristan,,Al Qaeda,,4,,11,4-11,1,1,1,1,1,6,1-6,,,0,,"Up to 11 were killed, reportedly including senior al Qaeda commander Sheikh Khalid Bin Abdul Rehman al Hussainan, in the first strike in North Waziristan for 43 days. The Prime Minster Pervez Ashraf complained to US ambassador Olson the same day.",,
372,Ob301,12/9/12,,"Tabbi, near Miranshah",North Waziristan,,Al Qaeda,,3,,4,3-4,1,0,3,0-3,0,0,0,,,0,,"Up to 4 were killed, including an alleged militant commander Mohammad Ahmed Almansoor. A compound and a car were destroyed in the strike.",,
374,Ob302,12/21/12,,"Hassokhel, near Mir Ali",North Waziristan,,,,3,,6,3-6,,,,0,2,2,2+,,,0,,At least three alleged militants were reported killed in a strike on a house near Mir Ali.,,
375,Ob303,12/29/12,,"Gurbaz, Shawal",North Waziristan,,,,4,,5,4-5,,,,Possibly,2,2,2,,,0,,Up to five people were killed in a strike in the Shawal Valley area on the border of North and South Waziristan.,,
376,Ob304,1/2/13,,"Angor Adda, near Wana",South Waziristan,Maulvi Nazir,Maulvi Nazir,,6,,11,6-11,,0,0,0,0,0,Unknown,,,0,,"In one of their most significant strikes in recent years, CIA drones killed Maulvi Nazir, the powerful leader of the so-called 'good Taliban'.",,
377,Ob305,1/3/13,,Mir Ali,North Waziristan,,TTP,,3,,6,3-6,,0,0,0,0,0,Unknown,,,0,,"A strike on a vehicle near Mir Ali, North Waziristan, reportedly killed four people.",,
378,Ob306,1/6/13,,Babar Ghar,South Waziristan,Wali Muhammad Mehsud,TTP,,8,,18,8-18,,0,0,0,3,7,3-7,,,0,,Alleged TTP commander Wali Muhammad Mehsud - reportedly responsible for training suicide bombers - among the dead after as many as five CIA drones bombarded Babar Ghar.,,
379,Ob307,1/8/13,1/0/00,"Haiderkhel, near Mir Ali",North Waziristan,Sheikh Yaseen al Somali,,,4,,9,4-9,1,0,2,0-2,1,4,1-4,0,1,0-1,,Alleged al Qaeda deputy commander of militant training in Pakistan and Afghanistan killed in the first of twin strikes near Mir Ali,,
380,Ob308,1/8/13,1/0/00,"Hassokhel, near Mir Ali",North Waziristan,,,,2,,9,2-4,,0,0,0,1,4,1-2,,,0,,"At least 2 killed in second strike, 15 minutes after the first near Mir Ali.",,
381,Ob309,1/10/13,,"Hassokhel, near Mir Ali",North Waziristan,,,,3,,6,3-6,,0,0,0,,,'Several',,,0,,At least four killed in a strike on a motorcycle and house or compound.,,
382,Ob310,2/6/13,,Spinwam,North Waziristan,,,,3,,5,3-5,,0,2,0-2,1,1,Some,0,0,,,"CIA drones destroyed a house and killed at least 3. Between two and six missiles reportedly hit a building, which caught fire.",,
383,Ob311,2/8/13,,Babar Ghar,South Waziristan,,TTP,,6,,9,4-9,,0,0,0,2,6,2,,,0,,"CIA drones destroyed a house, killing at least 4, in an area reportedly dominated by the TTP.",,
385,Ob312,3/10/13,,Datta Khel,North Waziristan,,,,1,,3,1-3,,0,0,0,1,1,'Several',0,0,0,,"Drones kill at least one alleged militant, reportedly on horseback in North Waziristan. The horse reportedly died with its rider.",,
395,Ob313,3/22/13,,Datta Khel,North Waziristan,,,,1,,4,1-4,,0,0,0,1,1,1,0,0,0,,"Either a house or vehicle was destroyed, killing at least three.",,
396,Ob314,4/14/13,,Datta Khel,North Waziristan,,,,4,,6,4-6,,0,0,0,0,0,0,0,0,0,,A house was destroyed and at least four people were killed - their bodies were burnt and they were unidentified.,,
397,Ob315,4/17/13,,Sararogha or Babar Ghel,South Waziristan,,TTP or AQ,,4,,6,4-6,,0,0,0,2,7,2-7,0,0,0,,"A house was destroyed, killing alleged TTP or AQ militants. It hit the day after the president of ICRC criticised US drone strikes in Pakistan.",,
398,Ob316,5/29/13,,Chashma/Miranshah,North Waziristan,,,,4,,7,4-7,,0,0,0,1,4,1-4,0,0,0,,"Wali Ur Rahman, second in command of the TTP, was killed in the first strike since a landmark speech.",,
399,Ob317,6/7/13,,"Mangrati/Shokhel, Shawal",North Waziristan,,,,7,,9,7-9,,0,0,0,3,4,3-4,0,0,0,,"At least 7 people killed, including a named local Taliban commander.",,
400,Ob318,7/3/13,,Dandi Darpa Khel/Miranshah,North Waziristan,,,,16,,18,16-18,,0,0,0,5,5,5+,0,0,0,,A CIA strike killed at least 16 people in a strike on a house in the early hours.,,
401,Ob319,7/13/13,,Mosaki,North Waziristan,,,,2,,3,2-3,,0,0,0,0,0,0,0,0,0,,"A drone strike killed at least two men on a motorbike, both purportedly ""foreigners"".",,
402,Ob320,7/28/13,,Shawal Valley,North Waziristan,,,,5,,8,5-8,,0,0,0,3,4,3-4,0,0,0,,"US drones killed at least five, either as they returned on foot from fighting in Afghanistan or as they broke the days Ramadan fasting with Iftar dinner.",,
403,Ob321,8/31/13,,Hassokhel,North Waziristan,,,,3,,4,3-4,,0,0,0,1,1,1,0,0,0,,Four alleged members of the Islamic Movement of Turkmenistan were killed by drones.,,
404,Ob322,9/6/13,,Darga Mandi,North Waziristan,,,,5,,7,5-7,,0,0,0,3,4,3-4,0,0,0,,At least five alleged militants including three named militants killed in a night strike on a house.,,
405,Ob323,9/22/13,,Shawal,North/South Waziristan,,,,6,,7,,,0,0,,2,4,,0,0,,,At least six possibly foreign militants killed in the first strike in 16 days.,,
406,Ob324,9/29/13,,Darga Mandi,North Waziristan,,,,3,,6,,,0,0,,1,3,,0,0,,,At least three died in the second strike in seven days.,,
407,Ob325,9/30/13,,Boya,North Waziristan,,,,2,,4,,,0,0,,2,4,,0,0,,,The second strike in less than 24 hours killed at least four people.,,
408,Ob326,10/31/13,,Miranshah,North Waziristan,,,,0,,5,,,0,0,,3,3,,0,0,,,"The first strike for 31 days kills up to five, comes after Sharif visits Obama and asks for strikes to stop.",,
409,Ob327,11/1/13,,Dandi Darpakhel,North Waziristan,,,,4,,7,,,0,0,,2,2,,0,0,,,"US drones killed Hakimullah Mehsud, leader of the TTP.",,
410,Ob328,11/21/13,,"Tal, Hangu District",Khyber Pakhtunkhwa province,,,,6,,9,,,0,0,,1,9,,0,0,,,CIA killed at least 5 alleged Haqqani Network commanders in a strike on a madrassa outside the FATA.,,
411,Ob329,11/29/13,,Miranshah,North Waziristan,,,,1,,3,,,0,0,,1,2,,0,0,,,A strike hit less than a day after opposition politicians claimed to have outed the CIA station chief in Islamabad.,,
412,Ob330,12/25/13,,"Qutab Khel, Miranshah",North Waziristan,,,,3,,4,,,0,0,,1,1,,0,0,,,The first ever US drone strike on Christmas day kills at least three in a house.,,
